0	0	1372.435995
1	1	1381.211415
2	2	1434.835072
3	3	1020.563885
4	4	1076.439325
5	5	1152.921796
6	6	1845.232070
7	7	1578.858849
8	8	946.599912
9	9	1061.810857
10	10	1334.409219
11	11	1525.899915
12	12	1127.806961
13	13	1733.532917
14	14	1170.731887
15	15	2034.219474
16	16	1781.017968
17	17	1903.016018
18	18	1832.337820
19	19	2018.716717
20	20	1411.898704
21	21	2010.038010
22	22	1317.205005
23	23	1909.117453
24	24	1419.738131
25	25	1606.507147
26	26	1544.654795
27	27	1262.781925
28	28	2094.182103
29	29	2359.337991
30	30	1106.735143
31	31	1819.703070
32	32	1075.840576
33	33	973.326161
34	34	1210.911408
35	35	1453.916620
36	36	2043.316080
37	37	1449.890804
38	38	710.758324
39	39	1044.786518
40	40	764.284818
41	41	1805.176793
42	42	1984.024143
43	43	2589.834313
44	44	889.105656
45	45	1661.330752
46	46	1479.490025
47	47	1048.071092
48	48	1177.588396
49	49	1357.096464
50	50	3051.066098
51	51	1488.099813
52	52	1883.539449
53	53	1783.066893
54	54	1408.347327
55	55	1988.969386
56	56	938.048902
57	57	2035.251181
58	58	1985.527108
59	59	918.947172
60	60	1491.680659
61	61	1518.704013
62	62	1655.880239
63	63	1655.638312
64	64	1183.502801
65	65	1650.346309
66	66	955.686957
67	67	1631.395251
68	68	1922.585329
69	69	651.661425
70	70	1809.579405
71	71	2019.395815
72	72	1071.915878
73	73	1825.117636
74	74	2398.279912
75	75	2310.509643
76	76	879.669092
77	77	1215.680943
78	78	1975.900360
79	79	1564.982771
80	80	1284.572028
81	81	1644.317908
82	82	817.587625
83	83	1503.422511
84	84	1281.759810
85	85	1220.903541
86	86	1351.723329
87	87	1480.180231
88	88	1179.708893
89	89	1665.888824
90	90	1562.381150
91	91	1164.902311
92	92	1857.782979
93	93	1816.793492
94	94	1658.891344
95	95	1753.631143
96	96	1558.072597
97	97	1358.486976
98	98	1851.345051
99	99	1274.827407
100	100	1620.375918
101	101	1767.537895
102	102	2653.723537
103	103	1413.785407
104	104	1464.322171
105	105	1499.464544
106	106	1073.533802
107	107	1764.786594
108	108	1202.871376
109	109	1852.225169
110	110	809.250292
111	111	1041.319316
112	112	1450.229492
113	113	1416.414867
114	114	999.916441
115	115	1257.142425
116	116	2849.699617
117	117	1111.925490
118	118	1805.353800
119	119	1478.406160
120	120	1773.837333
121	121	1237.644298
122	122	1122.102372
123	123	1365.584613
124	124	1577.860213
125	125	1975.497068
126	126	1845.602088
127	127	1487.016574
128	128	1499.705071
129	129	1236.917737
130	130	1933.272973
131	131	1223.152171
132	132	1222.599009
133	133	1567.869311
134	134	1670.011107
135	135	1652.399256
136	136	1757.932868
137	137	1924.892488
138	138	1728.334521
139	139	2075.748245
140	140	1529.046612
141	141	1359.305347
142	142	1026.452645
143	143	1104.330461
144	144	1488.999364
145	145	1526.865185
146	146	1623.047236
147	147	1670.749115
148	148	1229.578825
149	149	1905.594306
150	150	1861.199851
151	151	1722.729649
152	152	1178.972643
153	153	1047.053702
154	154	1259.192273
155	155	1499.164371
156	156	1599.832180
157	157	1635.259409
158	158	1928.392842
159	159	1589.575706
160	160	1871.686970
161	161	2280.608485
162	162	1366.779866
163	163	1736.760333
164	164	2254.142535
165	165	1284.065650
166	166	1127.387860
167	167	866.225359
168	168	921.172433
169	169	1613.658041
170	170	1530.750995
171	171	1970.229234
172	172	1997.765816
173	173	1804.788155
174	174	1540.269344
175	175	1509.613945
176	176	2128.498625
177	177	1257.226483
178	178	957.600103
179	179	1552.522744
180	180	1410.208002
181	181	1078.332291
182	182	1313.397338
183	183	2367.034253
184	184	1406.333937
185	185	1384.471281
186	186	2107.224199
187	187	1688.172044
188	188	1239.758557
189	189	1029.335311
190	190	1450.967827
191	191	1249.686284
192	192	1792.374997
193	193	1048.659362
194	194	1878.496207
195	195	2331.033419
196	196	1423.301588
197	197	2537.162711
198	198	2472.915744
199	199	1826.125546
200	200	2036.281658
201	201	1059.107665
202	202	2225.775546
203	203	863.718715
204	204	1961.518943
205	205	1060.644569
206	206	1602.602923
207	207	808.784612
208	208	1768.837488
209	209	2176.559985
210	210	1747.124887
211	211	1697.441738
212	212	985.149999
213	213	1289.009113
214	214	1763.724475
215	215	1625.584351
216	216	2407.755498
217	217	837.114495
218	218	840.019235
219	219	1415.620212
220	220	1987.130806
221	221	1118.863904
222	222	2051.899458
223	223	1458.251682
224	224	885.158888
225	225	1795.372781
226	226	962.029723
227	227	1361.979679
228	228	1239.042222
229	229	1646.929214
230	230	1149.603732
